iter	Passed	Remaining
177	696	3215
178	698	3205
179	702	3198
180	705	3192
181	708	3182
182	710	3172
183	713	3163
184	715	3152
185	717	3142
186	720	3132
187	722	3121
188	725	3111
189	727	3100
190	730	3092
191	732	3081
192	734	3070
193	736	3061
194	739	3051
195	742	3044
196	744	3034
197	746	3025
198	749	3016
199	752	3009
200	754	3000
201	756	2990
202	759	2981
203	761	2973
204	764	2965
205	767	2958
206	770	2951
207	773	2946
208	777	2942
209	780	2935
210	783	2929
211	785	2921
212	789	2917
213	792	2911
214	795	2905
215	798	2898
216	801	2892
217	804	2884
218	806	2875
219	809	2868
220	811	2860
221	813	2852
222	817	2848
223	820	2841
224	823	2834
225	825	2827
226	828	2822
227	832	2818
228	835	2812
229	837	2804
230	840	2799
231	843	2791
232	846	2788
233	850	2784
234	853	2778
235	856	2771
236	858	2764
237	861	2757
238	864	2751
239	867	2745
240	870	2740
241	872	2733
242	875	2728
243	879	2723
244	881	2717
245	884	2710
246	887	2704
247	890	2699
248	893	2694
249	895	2687
250	898	2680
251	900	2672
252	903	2667
253	906	2662
254	908	2654
255	911	2649
256	914	2644
257	917	2638
258	920	2633
259	923	2628
260	925	2621
261	928	2614
262	930	2608
263	934	2604
264	936	2598
265	939	2592
266	942	2586
267	944	2580
268	947	2574
269	949	2568
270	952	2563
271	955	2557
272	958	2551
273	960	2546
274	963	2540
275	966	2534
276	969	2529
277	972	2525
278	975	2519
279	978	2515
280	980	2509
281	983	2504
282	986	2500
283	990	2497
284	993	2492
285	996	2486
286	999	2482
287	1002	2477
288	1005	2473
289	1008	2468
290	1010	2462
291	1013	2457
292	1015	2450
293	1019	2447
294	1021	2442
295	1024	2436
296	1027	2431
297	1029	2426
298	1033	2422
299	1037	2420
300	1040	2416
301	1043	2410
302	1045	2405
303	1048	2400
304	1051	2396
305	1054	2391
306	1057	2386
307	1060	2382
308	1063	2377
309	1066	2373
310	1069	2368
311	1071	2363
312	1074	2358
313	1078	2355
314	1081	2352
315	1084	2347
316	1087	2342
317	1089	2337
318	1092	2332
319	1095	2327
320	1097	2321
321	1099	2315
322	1102	2309
323	1104	2304
324	1106	2298
325	1109	2293
326	1111	2287
327	1113	2282
328	1115	2275
329	1118	2270
330	1120	2264
331	1122	2258
332	1124	2253
333	1127	2247
334	1129	2241
335	1131	2236
336	1134	2231
337	1137	2227
338	1140	2223
339	1143	2219
340	1145	2214
341	1148	2210
342	1151	2206
343	1154	2201
344	1157	2197
345	1160	2192
346	1162	2187
347	1165	2183
348	1168	2179
349	1171	2174
350	1174	2171
351	1177	2167
352	1181	2165
353	1184	2162
354	1187	2158
355	1191	2154
356	1194	2151
357	1197	2147
358	1200	2142
359	1203	2138
360	1206	2134
361	1209	2131
362	1212	2127
363	1214	2122
364	1217	2118
365	1221	2115
366	1225	2113
367	1228	2109
368	1231	2105
369	1234	2102
370	1237	2098
371	1241	2095
372	1244	2091
373	1247	2088
374	1250	2084
375	1253	2081
376	1257	2077
377	1260	2073
378	1262	2068
379	1265	2065
380	1269	2062
381	1272	2058
382	1274	2053
383	1277	2049
384	1279	2044
385	1282	2040
386	1285	2036
387	1288	2031
388	1290	2026
389	1293	2022
390	1296	2018
391	1299	2014
392	1302	2011
393	1305	2007
394	1308	2003
395	1311	1999
396	1313	1995
397	1316	1991
398	1319	1987
399	1321	1982
400	1324	1978
401	1327	1974
402	1330	1971
403	1333	1967
404	1336	1962
405	1339	1959
406	1342	1955
407	1345	1951
408	1347	1947
409	1350	1943
410	1353	1939
411	1355	1935
412	1359	1931
413	1362	1928
414	1364	1923
415	1367	1919
416	1370	1915
417	1374	1913
418	1377	1910
419	1381	1907
420	1384	1903
421	1387	1900
422	1391	1897
423	1394	1894
424	1397	1891
425	1400	1887
426	1404	1884
427	1407	1881
428	1410	1877
429	1414	1874
430	1418	1872
431	1421	1869
432	1424	1865
433	1428	1863
434	1432	1860
435	1435	1857
436	1440	1856
437	1445	1854
438	1448	1851
439	1452	1848
440	1456	1845
441	1460	1843
442	1463	1840
443	1467	1837
444	1471	1834
445	1476	1834
446	1480	1831
447	1484	1829
448	1489	1828
449	1494	1826
450	1498	1823
451	1501	1820
452	1505	1817
453	1508	1814
454	1511	1810
455	1514	1807
456	1518	1804
457	1522	1801
458	1525	1798
459	1529	1795
460	1533	1793
461	1536	1789
462	1540	1786
463	1542	1782
464	1545	1778
465	1548	1774
466	1551	1770
467	1554	1767
468	1557	1763
469	1560	1759
470	1565	1757
471	1567	1753
472	1570	1750
473	1573	1746
474	1577	1743
475	1581	1740
476	1584	1737
477	1587	1733
478	1591	1730
479	1594	1727
480	1597	1723
481	1600	1719
482	1603	1716
483	1606	1712
484	1610	1709
485	1612	1704
486	1615	1701
487	1619	1699
488	1624	1697
489	1627	1693
490	1630	1689
491	1632	1685
492	1635	1682
493	1639	1678
494	1642	1675
495	1645	1671
496	1648	1668
497	1651	1664
498	1653	1659
499	1656	1656
500	1658	1652
501	1660	1647
502	1665	1645
503	1668	1641
504	1671	1637
505	1674	1634
506	1677	1631
507	1680	1627
508	1684	1624
509	1687	1621
510	1690	1617
511	1693	1613
512	1696	1610
513	1699	1606
514	1702	1602
515	1705	1599
516	1708	1596
517	1711	1592
518	1714	1589
519	1718	1585
520	1720	1582
521	1723	1578
522	1726	1574
523	1729	1570
524	1731	1566
525	1735	1564
526	1739	1561
527	1742	1557
528	1746	1554
529	1749	1551
530	1752	1548
531	1756	1544
532	1758	1540
533	1761	1537
534	1766	1535
535	1769	1531
536	1772	1527
537	1774	1524
538	1777	1520
539	1781	1517
540	1784	1513
541	1786	1509
542	1789	1506
543	1793	1502
544	1795	1499
545	1798	1495
546	1801	1491
547	1803	1487
548	1807	1484
549	1812	1482
550	1814	1478
551	1817	1475
552	1820	1471
553	1823	1468
554	1826	1464
555	1829	1461
556	1832	1457
557	1835	1453
558	1838	1450
559	1841	1447
560	1844	1443
561	1848	1440
562	1851	1437
563	1855	1434
564	1858	1430
565	1861	1427
566	1864	1423
567	1867	1420
568	1870	1417
569	1873	1413
570	1876	1410
571	1880	1406
572	1882	1403
573	1885	1399
574	1888	1395
575	1890	1391
576	1894	1388
577	1897	1385
578	1900	1381
579	1903	1378
580	1905	1374
581	1909	1371
582	1913	1368
583	1916	1365
584	1919	1361
585	1922	1358
586	1925	1354
587	1928	1351
588	1931	1347
589	1934	1344
590	1937	1340
591	1940	1337
592	1942	1333
593	1945	1329
594	1948	1326
595	1951	1322
596	1955	1320
597	1958	1316
598	1960	1312
599	1963	1309
600	1967	1306
601	1970	1303
602	1974	1299
603	1977	1296
604	1980	1292
605	1983	1289
606	1985	1285
607	1988	1282
608	1991	1278
609	1994	1275
610	1998	1272
611	2002	1269
612	2004	1265
613	2007	1262
614	2011	1259
615	2013	1255
616	2017	1252
617	2021	1249
618	2024	1246
619	2027	1242
620	2030	1239
621	2034	1236
622	2037	1232
623	2040	1229
624	2043	1226
625	2046	1222
626	2048	1218
627	2051	1215
628	2053	1211
629	2058	1208
630	2061	1205
631	2064	1202
632	2067	1198
633	2070	1195
634	2072	1191
635	2075	1187
636	2078	1184
637	2081	1180
638	2085	1177
639	2088	1174
640	2091	1171
641	2093	1167
642	2096	1164
643	2100	1161
644	2103	1157
645	2106	1154
646	2109	1151
647	2112	1147
648	2116	1144
649	2119	1141
650	2121	1137
651	2124	1134
652	2128	1130
653	2131	1127
654	2134	1124
655	2137	1121
656	2141	1117
657	2144	1114
658	2147	1111
659	2150	1107
660	2153	1104
661	2156	1100
662	2159	1097
663	2162	1094
664	2165	1091
665	2169	1087
666	2173	1085
667	2177	1082
668	2180	1078
669	2184	1075
670	2188	1072
671	2191	1069
672	2195	1066
673	2198	1063
674	2202	1060
675	2205	1056
676	2208	1053
677	2211	1050
678	2215	1047
679	2218	1043
680	2220	1040
681	2223	1036
682	2226	1033
683	2229	1030
684	2232	1026
685	2235	1023
686	2238	1019
687	2242	1016
688	2245	1013
689	2248	1010
690	2250	1006
691	2253	1002
692	2255	999
693	2258	995
694	2261	992
695	2263	988
696	2266	985
697	2269	981
698	2272	978
699	2274	974
700	2277	971
701	2280	968
702	2282	964
703	2285	961
704	2289	957
705	2292	954
706	2295	951
707	2298	947
708	2301	944
709	2304	941
710	2307	938
711	2310	934
712	2314	931
713	2317	928
714	2319	924
715	2322	921
716	2325	917
717	2329	914
718	2333	911
719	2336	908
720	2339	905
721	2342	901
722	2345	898
723	2349	895
724	2353	892
725	2355	888
726	2358	885
727	2361	882
728	2364	878
729	2367	875
730	2370	872
731	2373	869
732	2376	865
733	2379	862
734	2382	859
735	2385	855
736	2389	852
737	2392	849
738	2395	845
739	2398	842
740	2402	839
741	2405	836
742	2408	833
743	2411	829
744	2414	826
745	2417	823
746	2420	819
747	2422	816
748	2425	812
749	2428	809
750	2432	806
751	2436	803
752	2439	800
753	2442	796
754	2445	793
755	2448	790
756	2451	786
757	2454	783
758	2457	780
759	2460	776
760	2463	773
761	2466	770
762	2468	766
763	2470	763
764	2473	759
765	2476	756
766	2479	753
767	2481	749
768	2484	746
769	2487	742
770	2492	740
771	2496	737
772	2499	733
773	2501	730
774	2504	727
775	2507	723
776	2511	720
777	2514	717
778	2516	714
779	2519	710
780	2523	707
781	2526	704
782	2529	701
783	2532	697
784	2536	694
785	2539	691
786	2542	688
787	2545	684
788	2548	681
789	2551	678
790	2555	675
791	2558	671
792	2562	668
793	2564	665
794	2567	662
795	2570	658
796	2574	655
797	2577	652
798	2580	649
799	2583	645
800	2586	642
801	2589	639
802	2592	635
803	2595	632
804	2597	629
805	2600	625
806	2603	622
807	2606	619
808	2610	616
809	2613	612
810	2616	609
811	2619	606
812	2622	603
813	2625	599
814	2628	596
815	2631	593
816	2634	590
817	2637	586
818	2640	583
819	2643	580
820	2646	576
821	2648	573
822	2652	570
823	2655	567
824	2658	563
825	2661	560
826	2664	557
827	2667	554
828	2670	550
829	2673	547
830	2676	544
831	2682	541
832	2685	538
833	2688	535
834	2691	531
835	2694	528
836	2697	525
837	2701	522
838	2704	518
839	2706	515
840	2710	512
841	2713	509
842	2717	506
843	2720	502
844	2724	499
845	2728	496
846	2731	493
847	2734	490
848	2737	486
849	2740	483
850	2743	480
851	2746	477
852	2749	473
853	2751	470
854	2754	467
855	2757	463
856	2760	460
857	2763	457
858	2765	454
859	2770	450
860	2773	447
861	2777	444
862	2782	441
863	2788	438
864	2792	435
865	2795	432
866	2799	429
867	2803	426
868	2806	423
869	2810	420
870	2814	416
871	2817	413
872	2820	410
873	2823	407
874	2827	403
875	2830	400
876	2833	397
877	2837	394
878	2840	391
879	2843	387
880	2847	384
881	2850	381
882	2853	378
883	2856	374
884	2859	371
885	2863	368
886	2866	365
887	2870	361
888	2873	358
889	2877	355
890	2882	352
891	2886	349
892	2889	346
893	2893	343
894	2897	339
895	2899	336
896	2902	333
897	2905	330
898	2909	326
899	2913	323
900	2915	320
901	2918	317
902	2922	313
903	2925	310
904	2930	307
905	2933	304
906	2935	301
907	2939	297
908	2942	294
909	2946	291
910	2949	288
911	2952	284
912	2955	281
913	2959	278
914	2963	275
915	2966	272
916	2969	268
917	2973	265
918	2976	262
919	2979	259
920	2982	255
921	2985	252
922	2988	249
923	2991	246
924	2994	242
925	2997	239
926	3000	236
927	3002	232
928	3005	229
929	3008	226
930	3011	223
931	3014	219
932	3016	216
933	3019	213
934	3022	210
935	3025	206
936	3028	203
937	3031	200
938	3033	197
939	3036	193
940	3038	190
941	3041	187
942	3044	184
943	3047	180
944	3050	177
945	3053	174
946	3056	171
947	3059	167
948	3062	164
949	3065	161
950	3068	158
951	3074	154
952	3077	151
953	3080	148
954	3084	145
955	3086	142
956	3089	138
957	3092	135
958	3095	132
959	3099	129
960	3102	125
961	3106	122
962	3109	119
963	3113	116
964	3117	113
965	3120	109
966	3123	106
967	3126	103
968	3129	100
969	3132	96
970	3135	93
971	3137	90
972	3141	87
973	3144	83
974	3148	80
975	3151	77
976	3155	74
977	3158	71
978	3162	67
979	3165	64
980	3168	61
981	3173	58
982	3176	54
983	3180	51
984	3183	48
985	3187	45
986	3190	42
987	3194	38
988	3197	35
989	3201	32
990	3204	29
991	3208	25
992	3211	22
993	3215	19
994	3219	16
995	3222	12
996	3226	9
997	3229	6
998	3233	3
999	3236	0
